RELEASE,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,10.404624277,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,19.834710744,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,20,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,26.470588235,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,3.914431673,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,8.682634731,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,18.452380952,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,12.698412698,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,30.23255814,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,4.405127279,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,10.483870968,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,32.16080402,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,18.367346939,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,21.951219512,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,4.482863209,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,12.356321839,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,25.306122449,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,16.788321168,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,41.463414634,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,31,07/01/2022,07/31/2022,4.492581602,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,31,07/01/2022,07/31/2022,8.333333333,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,31,07/01/2022,07/31/2022,28.042328042,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,31,07/01/2022,07/31/2022,17.985611511,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,32,08/01/2022,08/31/2022,4.674905965,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,32,08/01/2022,08/31/2022,10.681818182,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,32,08/01/2022,08/31/2022,26.890756303,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,32,08/01/2022,08/31/2022,15.675675676,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,32,08/01/2022,08/31/2022,37.777777778,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,33,09/01/2022,09/30/2022,4.43533123,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,33,09/01/2022,09/30/2022,8.717948718,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,33,09/01/2022,09/30/2022,20.093457944,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,33,09/01/2022,09/30/2022,13.125,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,33,09/01/2022,09/30/2022,21.739130435,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,34,10/01/2022,10/31/2022,4.431538413,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,34,10/01/2022,10/31/2022,10,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,34,10/01/2022,10/31/2022,31.527093596,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,34,10/01/2022,10/31/2022,10.897435897,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Age,55+ Years,34,10/01/2022,10/31/2022,33.333333333,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Age,55+ Years,35,11/01/2022,11/30/2022,4.129816196,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Age,55+ Years,35,11/01/2022,11/30/2022,8.403361345,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Age,55+ Years,35,11/01/2022,11/30/2022,29.375,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Age,55+ Years,35,11/01/2022,11/30/2022,15.966386555,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,1,01/01/2020,01/31/2020,12.281027833,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,1,01/01/2020,01/31/2020,27.672955975,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,1,01/01/2020,01/31/2020,36.097560976,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,1,01/01/2020,01/31/2020,17.22027972,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,1,01/01/2020,01/31/2020,41.666666667,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,2,02/01/2020,02/29/2020,12.385503783,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,2,02/01/2020,02/29/2020,26.892950392,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,2,02/01/2020,02/29/2020,35.714285714,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,2,02/01/2020,02/29/2020,15.700934579,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,2,02/01/2020,02/29/2020,41.436464088,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,3,03/01/2020,03/31/2020,12.37499269,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,3,03/01/2020,03/31/2020,24.296296296,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,3,03/01/2020,03/31/2020,26.610169492,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,3,03/01/2020,03/31/2020,15.517241379,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,3,03/01/2020,03/31/2020,28.676470588,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,4,04/01/2020,04/30/2020,13.634630053,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,4,04/01/2020,04/30/2020,21.784232365,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,4,04/01/2020,04/30/2020,34.320987654,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,4,04/01/2020,04/30/2020,23.890063425,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,4,04/01/2020,04/30/2020,30.693069307,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,5,05/01/2020,05/31/2020,13.697359029,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,5,05/01/2020,05/31/2020,28.524590164,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,5,05/01/2020,05/31/2020,37.76371308,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,5,05/01/2020,05/31/2020,18.234442836,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,5,05/01/2020,05/31/2020,27.586206897,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,6,06/01/2020,06/30/2020,13.2977722,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,6,06/01/2020,06/30/2020,25.90266876,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,6,06/01/2020,06/30/2020,33.527131783,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,6,06/01/2020,06/30/2020,20.814479638,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,6,06/01/2020,06/30/2020,39.097744361,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,7,07/01/2020,07/31/2020,12.795818897,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,7,07/01/2020,07/31/2020,27.769347496,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,7,07/01/2020,07/31/2020,29.166666667,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,7,07/01/2020,07/31/2020,18.412348401,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,7,07/01/2020,07/31/2020,40.789473684,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,8,08/01/2020,08/31/2020,13.300347529,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,8,08/01/2020,08/31/2020,21.847507331,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,8,08/01/2020,08/31/2020,27.650727651,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,8,08/01/2020,08/31/2020,18.674698795,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,8,08/01/2020,08/31/2020,34.057971014,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,9,09/01/2020,09/30/2020,12.754655303,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,9,09/01/2020,09/30/2020,25.727411945,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,9,09/01/2020,09/30/2020,32.040816327,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,9,09/01/2020,09/30/2020,17.987152034,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,9,09/01/2020,09/30/2020,31.451612903,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,10,10/01/2020,10/31/2020,11.832187985,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,10,10/01/2020,10/31/2020,17.887323944,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,10,10/01/2020,10/31/2020,25.416666667,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,10,10/01/2020,10/31/2020,17.514677104,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,10,10/01/2020,10/31/2020,21.818181818,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,11,11/01/2020,11/30/2020,11.651551037,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,11,11/01/2020,11/30/2020,25.442834138,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,11,11/01/2020,11/30/2020,32.352941176,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,11,11/01/2020,11/30/2020,18.336886994,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,11,11/01/2020,11/30/2020,32.773109244,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,12,12/01/2020,12/31/2020,10.851389543,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,12,12/01/2020,12/31/2020,23.883161512,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,12,12/01/2020,12/31/2020,30.855855856,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,12,12/01/2020,12/31/2020,18.16091954,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,12,12/01/2020,12/31/2020,31.007751938,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,13,01/01/2021,01/31/2021,12.09956591,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,13,01/01/2021,01/31/2021,26.366559486,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,13,01/01/2021,01/31/2021,25.872689938,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,13,01/01/2021,01/31/2021,17.162698413,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,13,01/01/2021,01/31/2021,29.710144928,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,14,02/01/2021,02/28/2021,11.778345918,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,14,02/01/2021,02/28/2021,23.038397329,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,14,02/01/2021,02/28/2021,25.77962578,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,14,02/01/2021,02/28/2021,18.58974359,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,14,02/01/2021,02/28/2021,27.428571429,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,15,03/01/2021,03/31/2021,10.983148868,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,15,03/01/2021,03/31/2021,23.2,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,15,03/01/2021,03/31/2021,27.884615385,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,15,03/01/2021,03/31/2021,13.448844884,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,15,03/01/2021,03/31/2021,25.294117647,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,16,04/01/2021,04/30/2021,10.565924142,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,16,04/01/2021,04/30/2021,21.83908046,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,16,04/01/2021,04/30/2021,28.675136116,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,16,04/01/2021,04/30/2021,14.198071867,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,16,04/01/2021,04/30/2021,20.769230769,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,17,05/01/2021,05/31/2021,10.44517248,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,17,05/01/2021,05/31/2021,21.306818182,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,17,05/01/2021,05/31/2021,27.307692308,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,17,05/01/2021,05/31/2021,16.339285714,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,17,05/01/2021,05/31/2021,31.884057971,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,18,06/01/2021,06/30/2021,10.831422823,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,18,06/01/2021,06/30/2021,21.656050955,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,18,06/01/2021,06/30/2021,32.867132867,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,18,06/01/2021,06/30/2021,18.798955614,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,18,06/01/2021,06/30/2021,32.432432432,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,19,07/01/2021,07/31/2021,10.077263733,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,19,07/01/2021,07/31/2021,19.493670886,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,19,07/01/2021,07/31/2021,27.049180328,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,19,07/01/2021,07/31/2021,17.082533589,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,19,07/01/2021,07/31/2021,30.327868852,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,20,08/01/2021,08/31/2021,9.824147755,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,20,08/01/2021,08/31/2021,16.551724138,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,20,08/01/2021,08/31/2021,29.310344828,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,20,08/01/2021,08/31/2021,16.666666667,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,20,08/01/2021,08/31/2021,23.846153846,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,21,09/01/2021,09/30/2021,9.328866087,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,21,09/01/2021,09/30/2021,17.583892617,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,21,09/01/2021,09/30/2021,26.482213439,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,21,09/01/2021,09/30/2021,19.607843137,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,21,09/01/2021,09/30/2021,21.428571429,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,22,10/01/2021,10/31/2021,9.442700561,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,22,10/01/2021,10/31/2021,22.657342657,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,22,10/01/2021,10/31/2021,28.542094456,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,22,10/01/2021,10/31/2021,22.813688213,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,22,10/01/2021,10/31/2021,33.544303797,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,23,11/01/2021,11/30/2021,8.930016727,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,23,11/01/2021,11/30/2021,16.957210777,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,23,11/01/2021,11/30/2021,29.72972973,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,23,11/01/2021,11/30/2021,18.45841785,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,23,11/01/2021,11/30/2021,31.683168317,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,24,12/01/2021,12/31/2021,8.254200146,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,24,12/01/2021,12/31/2021,19.349005425,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,24,12/01/2021,12/31/2021,35.112359551,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,24,12/01/2021,12/31/2021,19.246861925,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,24,12/01/2021,12/31/2021,25,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,25,01/01/2022,01/31/2022,7.790570175,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,25,01/01/2022,01/31/2022,18.849206349,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,25,01/01/2022,01/31/2022,33.788395904,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,25,01/01/2022,01/31/2022,21.698113208,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,25,01/01/2022,01/31/2022,35,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,26,02/01/2022,02/28/2022,8.115585613,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,26,02/01/2022,02/28/2022,19.444444444,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,26,02/01/2022,02/28/2022,30.95890411,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,26,02/01/2022,02/28/2022,19.870410367,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,26,02/01/2022,02/28/2022,30.588235294,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,27,03/01/2022,03/31/2022,7.890490814,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,27,03/01/2022,03/31/2022,18.700787402,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,27,03/01/2022,03/31/2022,28.650137741,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,27,03/01/2022,03/31/2022,20.454545455,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,27,03/01/2022,03/31/2022,31.168831169,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,28,04/01/2022,04/30/2022,8.194953634,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,28,04/01/2022,04/30/2022,18.395303327,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,28,04/01/2022,04/30/2022,27.520435967,Percent
5 2022,3,ED,Cannabis and co-occurring disorders,Sex,Female,28,04/01/2022,04/30/2022,17.614678899,Percent
5 2022,3,ED,Benzodiazepine and co-occurring disorders,Sex,Female,28,04/01/2022,04/30/2022,32.857142857,Percent
5 2022,3,ED,All Drugs and co-occurring disorders,Sex,Female,29,05/01/2022,05/31/2022,7.956743886,Percent
5 2022,3,ED,All Opioids and co-occurring disorders,Sex,Female,29,05/01/2022,05/31/2022,19.787985866,Percent
5 2022,3,ED,Stimulants and co-occurring disorders,Sex,Female,29,05/01/2022,05/31/2022,30.266343826,Percent
